refID,tokens
A940143,"DEBORAH, L, BOMMARITO, 1732R, TOWNSEND, ST, CLEARWATER, FL, 33755, 22351205"
A940171,"NILESH, F, MCKELVEY, 30204, VIA, AMANTE, MENIFEE, CA, 92584, 24714029"
A940218,"J, M, BELL, 7144, S, DAIRY, ASHFORD, ST, HOUSTON, TX, 77072, 25617632"
A940232,"JULIO, L, ROBINSON, 2878, MCCLOUD, RIVER, LN, ONTARIO, CA, 9B1761, PO, EBOX, 482, ONTARIO, CA91762, 26414996"
A940333,"MICHELE, A, K, 9625, RUBA, AVE, SOUTH, GATE, CA, 90280, 024677081"
A940358,"P, G, ARYMOND, 13992, LIBBY, LN, WARD, AR, 7276, 21868386"
A940381,"OBED, ALVARADO, 16502, HOLLAND, LN, SPRING, HILL, FL, 34610"
A940415,"GARY, VENTURA, 1823, RANCHO, LOMAS, WAY, SALN, MIGUEL, CA, 93451"
A940459,"SHELLIE, ZALDIVAR, 5261, RIVER, BIRCH, CT, ORLANDO, FL, 32808, PO, BOX, 72050J6, ORLANDO, FL, 32872, 022974179"
A940483,"ISABEL, B, BATTLES, 7471, HICKORYDR, FORT, MYERS, FL, 33967, PO, BOX, 7586, FORT, MYERS, FL, 33911, 204230419"
A940511,"RICRADO, H, FINGAR, 268205, RISUNEO, RD, CATHEDRAL, CITY, CA, 92234, PO, BOX, 177, CATHEDRAL, CITY, CA, 92235, 201837741"
A940523,"A, TUCHMAN, 9627, CARRIAGE, HILL, LN, RISCO, TX, 75035, 22753571"
A940592,"JONH, FRANKLIN, BELOTE, 4303, MASTERS, DR, LEAGUE, CITY, TX, 77573, 26409062"
A940643,"M, GROTEY, 22397, LIGHTHOUSE, DR, CANYON, LAKE, CA, 92587, 27166396, 39650"
A940645,"CYNTHIA, J, ROGERS, 1848, BARERRY, LN, SAN, JOSE, CA, 95122"
A940656,"JEANNIE, A, G, 1371R, BROCKTON, DRIV, CORONA, CA, 92882, 26509566, 1961"
A940743,"JOSHUA, SLNADZICKI, 17041, NW, 85TH, CT, HIALEA, FLORIDA, 33015, 22202042"
A940870,"MARY, WARSING, 121, ESKOTA, ST, MABANK, X, 75156, 26109039"
A940883,"RICARDO, GINARD, 503, WIEDMANN, AVE, SHAFTER, CA, 93263"
A940953,"THERESA, A, SERRANO, 2800, HWY, 7N, HOT, SPRINGS, VILLAGE, AR, 71909, 25826202"
A941050,"JAIME, J, BEJARANO, 7626, RIMHURST, SAN, ANTONIO, TX, 78250, 024234112, 1976"
A941093,"TAMMIE, WHITING, 1753, HARTE, DRIV, SAN, JOSE, CAIF, 95124"
A941101,"ROBERT, D, MALAE, 4465, NORMVANDIE, PLACE, LA, MESA, CA91941, 23871904, 17002"
A941111,"KARLESHA, M, OEWN, 361, NORTHEAST, 116TH, STREET, MIAMIJ, FL, 33161, 22163929"
A941132,"M, JAMISON, 13515, TEDEMORY, DR, WHITTIER, CALIFORNIA, 906G02, 026031655, 1941"
A941210,"RODNEY, M, BRACKLE, 409, NORTH, ST, APT, F, HEALDSBURG, CALIF, 95448, PO, BOX, 177, HEALDSBURG, CA, 95448, 022345095"
A941220,"JERRY, AMEZCUA, 7386, LOCKWOOD, RIDGE, RD, SARASOTA, FL, 34243, APTDO, W1257, SARASOTA, FL, 34230, 32168068"
A941249,"THEOADORAI, E, LETTERIO, 10009, DEL, ALMENDRA, DR, OAKDALE, CA, 95361, 23565592, 1973"
A941276,"BARBARA, A, COLLINS, 328, EUCLID, AVE, APT, 102, MIAMI, BEACH, FL, 33139, 25747"
A941287,"DAMIAN, P, MERRIMAN, 306, BRANCHWOOD, DRIV, RIO, VISTA, CA, 94571, 25021275, 19160224"
A941329,"WILLIAM, VILLARREAL, 7500, IRA, AVE, BELL, GARDENS, CA, 90201, 37957"
A941375,"HERBERT, REGALADO, 639, LULAC, DRV, APT, B, EL, PASO, TEXAS, 79905, POST, OFFICE, BX, 27096, EL, PASO, TEXAS, 7996, 45788"
A941392,"ALICIA, THOMPSON, 26180, DELF, SOL, ROAD, APPLE, VALLEY, CA, 9C2308, 025288479, 40436"
A941433,"JACK, R, TRUEVINO, 3641, DAHLIA, TDR, GRAND, PRAIRIE, TX, 75052, 23846841"
A941514,"MATHEW, G, AHBTE, 5631, SEGUIN, ROAD, KIRBY, TEXAS, O78219, 22841483, 1952"
A941655,"LAURIE, L, HERRERA, 1640, SOPHIVE, LANE, ESCALON, CA, 95320, 24447556, 1948"
A941698,"MARSHA, WALKER, 720, EAST, 11, PL, HIALEAH, FL, 33010, 23467282"
A941723,"ROBERT, EMMITT, WOODARD, 1341, REDMAPLE, STR, FONTANA, CA, 92337"
A941750,"TERRIE, D, ZLOPEZ, 2623, FIDDLESTICK, CIRCL, LUTZ, N, FL, 33559, 21407738"
A941776,"MICKEY, OSPINA, 2301, TURNER, RD, CERES, CA, 95307, 24017227, 13271"
A941783,"MARY, M, CANO, 613, 12, MAIN, STR, LIBERTY, TX, 77575, 22023753"
A941847,"SABINA, WONGTHAVARAWAT, 6870, NW, 38TH, DR, LAUDERHILL, FL, 33319, 37052"
A941861,"TITA, SHULTS, 12012, LEMONCREST, LANE, LITTLE, ROCK, ARK, 722Z10, POST, OFFICE, BOX, 165891, LITTLE, ROCK, AR, 72216, 46279"
A941918,"LORI, M, WILMERDING, 14122, LARKN, CT, FONTMANA, CALIFORNIA, 92336, 1938"
A941936,"KARLA, S, LOR, 395, APRICOT, ST, NIPOMO, CA, 93444, 23126909"
A941956,"SINA, K, DAVIS, 717, ARBOR, DRI, DEER, PARK, TX, 77536, 23394069"
A941957,"SAMUEL, S, GAMA, 9201, SEVEN, OAKS, LANE, DENTON, TX, 76210, 021646381"
A941982,"PAUL, M, GROTEY, 388, HILL, RD, LAKEPORT, CALIFORNIA, 95453, 19080721"
A941996,"JOHN, R, SMITH, 42, E, CENTRAL, BLVD, OURLANDO, FLORIDA, 32801, 203567984, 19620110"
A942026,"CARMEN, C, ANGULO, 632, E, CENTER, ST, ANAHEIM, CA, 9285, 42504832"
A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, JACKSONVILLE, FL, 32247, 24384134, 19711"
A942066,"KIET, AGUILAR, 3890, NE, 15TH, TEHR, POMPANOG, BEACH, FLA, 33064, 26395523, 12501"
A942111,"LEISA, K, HEFFLEY, 1081, GAVILAN, DR, GREENFIELD, CALIFORNIA, 93927, 47275"
A942129,"KADESHRA, R, GALLEGOS, 1248, FLOWER, RIDGE, DR, LANCASTER, TX, 7534, PO, BJOX, 365, LANCASTER, TX, 75146, 24275742, 22406"
A942132,"LANH, K, HART, 709, BRIDLE, TRL, SAGINAW, TEXAS, 76179, 21609352"
A942139,"BRANDY, B, KRIEGER, 205, OUACHITA, ROAD, 310, CHIDESTER, AR, 71726, 024384698"
A942141,"MCIHAEL, E, HUGGINS, 7025, DRYWOOD, WAY, ORANGEVALE, CA, 95662, 022154206"
A942149,"GUILELRMO, D, HUFFMAN, 1590, ELM, DR, VISTA, CA, 92084, 25691215"
A942167,"ESTEHR, V, CRAIBG, 26661, BRANDON, MISSION, VIEJO, CA, 92692, 23184656"
A942201,"RANDY, R, FINCH, 9424, PRSPERITY, LAKE, DRV, JAECKSONVILLE, FLA, 32244, 27047858"
A942210,"JEANIE, GAVREL, 40541SUNFLOWER, ROAD, MURRIETA, CA, 92562, POT, OFFICE, BOX, 213, MURRIETA, CA, 92564, 21627026, 19361215"
A942228,"SMAEERA, J, TAYLOR, 11512, WHISPERING, HOLLO, DR, TAMP, FLA, 33635, 025970478"
A942264,"AMEY, N, REYNOLDS, 8501, BRADFORD, DR, PLANO, TEXAS, 75025, PO, BOX, 860105, PLANO, TX, 75086"
A942266,"GREGORY, M, CSTELINO, K4470, NW, 55TH, DRV, COCONUT, CREEK, FL, 33073, 025799518"
A942272,"DEVAN, L, FORD, 15040, SOBEY, RD, SARATOGA, CCALIF, 95070, PO, BOX, 3111, SARATOGA, CA, 95070, 19480303"
A942281,"LARHONDA, A, WAIBEL, 601, CYPRESS, STATION, DRVAPT, 406, HOUSTON, TX, 77090"
A942331,"ALEJANDRA, DALDUMYAN, 1118, DENNISON, ST, ITTLE, ROCK, AR, 72202, 21405900, 39327"
A942334,"KANESHA, J, MORALES, 17950, MIDWAY, RD, TRACY, CA, 95377, 1908"
A942391,"OLAJIDE, GOLDSTON, 2160, KELLY, STRT, HAYWARD, CALIFORNIA, 94541"
A942399,"GURVINDER, W, MONTGOMERY, 12127, MALL, BLVD, STE, A137, VICTORVILLE, CALIF, 92392, 1976"
A942400,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CA, 92346, 025542023"
A942473,"JERRY, AMEZUCA, 17235, POPPY, FIELDS, LN, LAND, O, LAKES, FL, 34638, 23186068"
A942480,"SANDY, COLFORD, 484, OSLO, DR, DELTONA, FL, 32725, PO, BOX, 5635, DELTONA, FL, 32728, 022888256, 1913"
A942514,"GREGORY, M, CASTELINO, 4139, LAZY, HOLLOW, LN, NORTH, JACKSONVILLE, FLA32257, PO, BOXY, 5314, JACKSONVILLE, FL, 32247, 025799518"
A942522,"MARCUS, L, PANITER, 1653, STOCKING, ST, DAYTONA, BEACH, FA, 32117, PO, BOX, 11573, DAYTONA, BEACH, FL, 32120, 25179939, 1924"
A942546,"GEORGE, AMEREAN, 814, MILANO, CIR, APT, 301, BRANDON, FL, 33511, PO, BOX, 2885, BRANDON, FL, 33509"
A942566,"J, GIROUARD, 445, EL, CORONADOAVE, BUCHANVAN, DAM, TX, 78609"
A942585,"LAURYN, L, HERRERA, 19972, CAYON, VIEW, DR, CANYON, COUNTRY, CALI, 91351, PO, BOX, 2916, CANYON, COUNTRY, CA, 91386, 24447556"
A942615,"CONCEPCION, A, SORIANO, 121, ESKOTA, ST, MABANK, TEXAS, 75156, 1957"
A942620,"DIDIRE, HUSSAIN, 3150, CRESTWATERDR, CSORPUS, CHRISTI, TX, 78415, 21384541"
A942639,"HCESTER, M, CALRSON, 8919, GRINDELIA, CT, HESPERIA, CA, 92344, 25358007, 29899"
A942673,"DONNA, S, TOBA, 5417, WINDBRUSH, DR, TAMPA, FL, 33625, APARTADO, 76972, TAMPA, FLORIDA, 33675, 24567354, 23890"
A942675,"STAN, P, MCGREW, 1826, CASTILLE, DR, ORAPNGE, PARK, FL, 32003, PO, BOX, 55, ORANGE, PARK, FL, 32067, 23486120, 19093"
A942706,"M, BURDETT, 10770, SW, 46TH, ST, MIAMI, FLORIDA, 33165, 023676101"
A942713,"MARISELA, J, JOHNSON, 9311, TORRIDON, CT, HOUSTON, TX, 77095, 26432468"
A942752,"JUAN, M, FEREIRA, 5317, ANNETTE, AV, EL, PASO, TX, 79924, 022157858"
A942774,"I, DAVILAFINALES, 6648, SHELTONDALE, AVE, WEST, HLLS, CA, 91307, 26235895"
A942783,"LISA, SANCHEZ, 2754, HERMOSA, AVENIDA, APT, 5, ONTROSE, CA, 91020, 21540361, 31922"
A942819,"TERRIE, D, KELLEY, 2623, FIDDLESTICK, CIR, LUTZ, FL, 33559, 21407783"
A942821,"TARIS, S, ROBINSON, 12D643, VALENCIA, DRV, CLERMONT, J, FL, 34711, 026402548"
A942826,"RENE, A, CRANE, 12143, BABBLINGBROOK, DRV, JACKSOXNVILLE, FL, 32225, CALL, BOX, 5314, JACKSONVILLE, FLA, 32247, 021891302"
A942843,"MARTIN, L, MYERS, 5254, ATLANTIC, AVENU, APT, 101, LONGP, BEACH, CALI, 90805, 19000101"
A942868,"JORGE, AMEREAN, 21226, LILAC, MEADOWS, LN, RICHMOND, TX, 77469, 22478745"
A942904,"MARTIN, J, BAILYE, 5819, CR, 660, FARMERSVILLE, TEXDAS, 75442, 202564036"
A942948,"ISMAEL, M, AJCKSON, 324, RISHELL, DR, OAKLAND, CA, 94619I, 26294316"
A942952,"SHELLEY, S, RICHARDS, 8963, WESTBROOK, CT, RANCHO, CUCAMONGA, CA, 91730, P, BOX, 3243, RANCHO, CUCAMONGA, CA, 91729, 25996446"
A942960,"ALFONCINA, E, WALTERS, 5737, KANAN, RD, 279, AGOURA, HILLS, CALIFOLRNIA, 91301"
A942968,"A, P, LENNONSMITH, 504, CANAL, WAY, NOKOMIS, FL, 34275, 22207323"
A942972,"R, GINARD, 1633, CORTEZ, ST, LOS, ANGELES, CA, 90026, 24521376, 1977"
A942973,"CORINA, AHN, 1A806, TAYLOR, AVEN, SPRINGDALE, ARANSAS, 72762, 23731185"
A943041,"ALFONCINA, E, WALTERS, 2376, ROSEMARYN, STRT, SIMI, VALLEY, CA, 93065, 26267471"
A943051,"CYNTHIA, K, DAVIS, 717, ARBOR, DR, DEER, PARK, TX, 77536, 1939"
A943058,"JEFFREY, GERARD, HARVEY, 1720, MURPHY, CT, PROVIDENCE, VILLAGE, TX, 76227, 025499740, 19610717"
A943117,"OMAR, DWAIN, WHITTLE, 8250, VINEYARD, AVNIDA, APT, 151, RANCHO, CUCAMONGA, CA, 91730, 25726977, 1909"
A943231,"EUSTACIO, A, HOGAZN, 49, SE, 297TH, AVE, OLD, TOWN, FL, 32680, PO, BOX, 1740, OLD, TOWN, FL, 32680, 026616329, 30584"
A943258,"MISTY, SUGUIMIZU, 17703, WHEAT, FIELD, ST, LATHROP, CA, 95330, 026984558, 19410516"
A943272,"CONCEPCION, A, SORIANO, 9190, 126TH, AVE, LARGO, FL, 3373, 026119889"
A943359,"DAVID, M, PUMA, 1726, W, PERDZ, ST, TAMP, FLORIDA, 33612, 022639134"
A943363,"JOSE, A, CUNNINGHAM, 1662, TIGARD, STR, SOUTHEAST, PALM, BAY, FLA, 329A09, 25212918, 15774"
A943380,"ANGELA, SINCLAIR, 4509, SAN, RAFAEL, LN, LAREDO, TX, 78046, POST, OFFICE, BOX, 451Z224, LAREDO, TX, 78045, 24450732"
A943496,"TERESA, H, RO, 5515, ROANWOOD, SAN, ANTONIO, TEXAS, 78244, 023258770"
A943522,"SONIA, A, CONTRERAS, 10711, UMBER, COURT, HOUSTOQN, TX, 77099, PO, BOX, 280034, HOUSTON, TX, 77228, 22845201, 1916"
A943567,"STAN, P, MCGREW, 790, WAYNE, AVE, ALTAMONTE, SPRINGS, FL, 32701, 23486120"
A943648,"KYLE, M, LEWIS, 1501, E, GRAND, AVN, APT, 3309, ESCONDIDO, CA, 92027, 24576009"
A943657,"WOO, A, GONZALEZ, 10260, PALM, GLEN, DR, SANTEE, CA, 9B2071, CALLER, 713114, SANTEE, CA, 92072, 22900999, 1966"
A943687,"J, ESCARNE, 2916, BONITA, BCIR, KISSIMMEE, FL, 34744"
A943720,"A, ZATARAIN, 967, W, 4TH, ST, POMONA, CA, 91766, 43452"
A943751,"DAMIAN, P, MERRMIAN, 10520, ELGERS, ST, BELLFLOWER, CA, 90706, 020521275"
A943876,"SINA, G, ROGERS, 140, MOSSWOODSTR, GEORGEYTOWN, FLORIDA, 32139, 024327004, 36898"
A943878,"TRACY, E, PAIGE, 40251, LAIOLO, RD, REMONT, CALI, 94538, PO, BOX, 670, FREMONT, CA, 94537C, 21420546"
A943900,"MATTHEW, L, FORD, 6512, CCLEON, AVENUE, NORTH, HOLLYIWOOD, CALIFORNIA, 91606, POST, OFFICE, BOX, 94X83, NORTH, HOLLYWOOD, CA, 91609, 021480375"
A943906,"JACK, D, BALBUENA, 3445, ADVANTAGE, LHN, JACKSOVILLE, FLA, 32277, PO, BOX5314, JACKSONVILL, FL, 32247, 23875782"
A943907,"ALLEN, ERNESTO, GONZALEZ, 7359, CIRCLE, DR, LDADY, LAKE, FL, 32159, 23469739"
A943912,"ELIZABETH, M, MIRANDA, 3794, HACIENDNA, RD, COTTONWOOD, CALI, 96022, PO, BOX, 1623, COTTONWOOD, CA, 96022"
A943916,"HOPE, Z, COOLING, 1001, CIRCLE, DR, SALINAS, CA, 93905, 26125006"
A943943,"MAIDDI, W, BLACMKON, 9414, PRR, 9908, PONDER, TEXAS, 76259, 21647975"
A944035,"ANNIE, F, HABEBO, 7578, VIA, LURIA, LAKE, WORTH, FL, 3467"
A944100,"PATRICIA, HIGINSON, 1704, WEST, 149TH, STRT, A, GARDENA, CA, 90247, 21833868"
A944108,"GARY, VENTURA, 15, SCOTTDALE, S, CARSON, CLIF, 90745, 26849307"
A944144,"J, D, PARRAGA, 001, MURRIETA, BLVD, APT, 8, LIVERMORE, CA, 94550, CALLER, 24, LIVERMORE, CA, 94551, 21400139"
A944169,"VAL, A, DELAFUENTE, 19691, SE, 35TH, ST, MORRISTON, LA, 32668, 26134977"
A944216,"A, LAUDERDALE, 4011, N, 9TH, AVE, PENSACOLA, FL, 32503"
A944217,"F, IJMENEZ, 5154, LAKE, END, DR, MILTON, FLPORIDA, 32583"
A944226,"WALTER, E, GARRIOSN, 1857WEST, 24TH, STREET, APT, 1, LOS, ANGELES, CALIF, 90018"
A944274,"JAIME, H, SAENZ, 2910, W, 8TH, ST, BIG, SPRING, TX, 79720"
A944277,"D, P, MERRIMAN, 1456, SQUIRREL, LANE, VICTORVILLE, CA, 92394"
A944282,"D, BOHWDEN, 4214, DRYER, CIR, CORPU, CHRISTI, TEXAS, 78416, 024265579, 1936"
A944286,"TOMMY, ARIZA, 176, WOODLAND, DRV, YUBA, CITY, CA, 95991, 23798893, 1972"
A944292,"GRISEL, J, GAPOL, 6978, WITHERS, RD, RIVERSIDE, CA, 92506, 023605017"
A944314,"MELISSA, T, HICKS, 9307, CORNER, OAKS, LN, HOUSTON, TEXACS, 77036, POST, 280034, HOUSTON, TX, 77228, 024515296"
A944339,"SHELLEY, S, RICHARDS, 506, DEERCREEK, LN, LEANDER, TX, 78641, PO, BOX, 1818, LEANDER, TEXAS, 78646, 205996446, 18396"
A944345,"TAWNEE, Y, AMIRHAMZEH, 100, CONIFER, CIR, OAKPARK, CA, 91377, 024879452"
A944378,"KELLY, K, HOVANESSIAN, 6130, WUNDERLI, AVE, 6132, SAN, DIEGO, CA, 92114, PO, BOX, 45236, SAN, DIEGO, CA, 92145, 22126913"
A944386,"DAVY, TOBIAS, 1576, W, TAGWGARD, ROAD, NORTH, PORT, FL, 34288, POST, BOX, 700, NORTH, PORT, FL, 34290, 22719281, 15850"
A944466,"BRIAN, A, BECKETT, 1940, S, ELMIRA, AVN, APT, 116, RUSSELLVILLE, AR, 72802, O, BOX, 1354, RUSSELLVILLGE, AR, 72811, 21990324, 31158"
A944515,"JANICE, M, WALTON, 6323, HEVATHERS, BND, SAN, ANTONIO, TX, 78227, 022551375"
A944526,"HECTOR, STEWART, DOCKTER, 4345, OLD, COLONY, RD, MULBERRY, FLORIDA, 33860, 024046574"
A944532,"ARIZA, 1097, ANEMONE, CIRCULO, MORENO, VALLEY, CALIF, 92557, 023789893, 1972"
A944621,"ROSEMARY, F, PHILLIPP, 16530, MOUNT, SHELLY, CIR, FOUNTAIN, VALLEY, CALIF, 92708, APTDOA, 8142, FOUNTAIN, VALLEY, CA, 92728, 1989"
A944628,"DICEY, PLIEGO, 2300, SAN, MARCO, DR, LOS, ANGELES, CAIFORNIA, 90068"
A944644,"SONIA, A, CONTRERAS, 3520, OSPREY, COVE, DR, RIVERVIEW, FL, 33578, 1916"
A944645,"JEANIE, GAMAN, 9201, SEVEN, OAKS, LN, DENTON, TEXAS, 76210, 21627062, 1936"
A944661,"GRISEL, J, JERADN, 10332, BEAR, CREEK, TRLS, KELER, TEXAS, 76248, 23605017"
A944667,"RICHARD, E, HENSLEY, 11819, CENTRAL, AVE, APTN, 308, CHINO, CA, 91710, 024417256"
A944711,"H, REGALADO, 100, CONCORD, ST, COSTA, MESA, CA, 92626, 32904242, 19250511"
A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JCKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, JACKSONVILLE, FL, 32247"
A944814,"J, K, WYNN, 1522, PARK, ST, LOWELL, AR, 72745, 23070223"
A944867,"RICK, W, MEYER, 104, TAYLORT, LANE, MCR, RAE, ARKANSAS, 72102, 26591921, 39227"
A944900,"STEPHEN, R, PORTILLO, 4709, N, CANYON, TRAILS, APT, 3104, EULESS, TX, 76040, 027038134"
A944968,"JAQUELINE, CARRILLO, 2356, GROVE, VIEW, RD, SAN, DIEGXO, CA, 92139, OFFICE, BOX, 4N5236, SAN, DIEGO, CALI, 2145, 25120554, 30561"
A944970,"MANEUL, M, KIRBY, 1512, ELMWOOD, BOULEVARD, DALLAS, TAX, 75224, BUZON, 810892, DALLAS, TX, 75381, 025246842"
A944985,"KIMBERLY, D, B, 73265, ROD, LZAVER, LN, PALM, DESERT, CALIF, 2260, 22953431"
A944992,"RICARDO, GINARD, 17, ORCAS, ST, MORRO, BAY, CA, 93442"
A945007,"S, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FL, 33180, 22994203, 1951"
A945035,"J, A, GONZALEZ, 361, ENTLER, AVE, CHICGO, CALIFORNIA, 95928, PO, BOX, 842, CHICO, CA, 95927, 26509566, 1961"
A945092,"CRISTINA, H, SANTIAGO, 14, SAINT, CHARLES, CT, LITTLE, ROCK, AR, 72211, PO, YBOX, 165891, LITTLE, ROCK, AR, 72216"
A945110,"FRANCISCO, FAKHOUR, 29448, CAMINO, CRISTAL, MENIFEE, CA, 92584, 23777316"
A945112,"BRADLEY, D, HAYES, 1918, OPREAKNESS, LN, SAN, ANTONIO, TPX, 78248, PO, BOFX, 690362, SAN, ANTONIO, TEXAS, 78269, 021589060"
A945136,"RONNIE, G, TYALOR, 603, KERN, ROAD, KILLEEN, TX, 76541, 025363986"
A945158,"N, M, NICOALS, 254, PRIVATE, ROAD, 873, COPPERAS, OVE, TX, 76522, 29660748, 19850302"
A945180,"JOHN, K, YOUNG, 905, MONTANA, DR, JEFFERSON, AR, 72079, APTDO, 38F4, JEFFERSN, ARK, 72079, 26470312"
A945209,"PABLO, R, THOMPSON, 26180, DEL, SOL, RD, APPE, VALLEY, CALI, 92308, 25296231"
A945229,"R, SHAZN, 1169, MADISON, CHASLE, APT, 8, ROYAL, PALM, BEAH, FL, 33411, 026469483, 37780"
A945237,"JOSH, SLADZICKI, 2207, WYNDAM, WY, KISSIMMEE, FLA, 34743, 22202042, 11838"
A945242,"MELISSA, T, GIANRD, 4346, HAMMEL, ST, LOS, ANGELES, CA, 90022, 42515296"
A945288,"JEAN, G, FULZT, 1680, CAMPTONS, LN, FORTUNA, CA, 95540, POST, VOFFICE, 267, FORTUNA, CA, 95540, 025052111, 1940"
A945298,"JANA, C, LOPEZ, 238I1, BEACH, STREET, A, OCEANO, CA, 93445, 023105905"
A945302,"IVAN, M, JOHNSMON, 1566, 7TH, ST, OROVILLE, CA, 95965, 022008342"
A945314,"VICTOR, L, WILLIAMS, 35B, MALICOAT, AVN, OAKLEY, CA, 94561, 25520254, 19381016"
A945341,"ANGELIA, A, TUCHMAN, 9627, CARRIAGE, HILL, LN, FRISCO, TEAS, 75035"
A945368,"ALEXANDER, O, MORRIS, 2952, R, 216, STAMFORD, TX, 79553, 26506867"
A945454,"MARY, AGUILERA, 15188, CERRITOS, ST, FONTANA, CAILI, 92336, 21447688"
A945504,"F, RODRIGUE, 803, TUSCANY, ST, FONTANA, CA, 92336, 22630931"
A945532,"A, GUTIERREZ, 14436, CULLEN, ST, WHITTIER, CALIFORNIA, 90603, APARTAO, 13, WHITTIER, CA, 90608"
A945547,"ALEJANDRO, A, SLASINI, 8040, NEY, AV, OAKLAND, CA, 94605, PO, BOX, 1861K6, OAKLAND, CA, 94619, 21496861"
A945606,"TAMMIE, HITING, 400, ALAMEDA, DEL, PRADO, APT, G, NOVATO, CA, 94949, 022431637, 1946"
A945620,"M, EVERALL, 562, W, 11TH, STEET, SAN, PEDRO, CA, 90731, 021790298, 39878"
A945724,"SHAMSI, EPREZ, 2250, RIDGWOOD, CT, ROYAL, PALM, BEACH, FLA, 33411V, 22273220"
A945738,"CONCEPCION, A, SORIANO, 9190, 126TH, AVE, LARGO, FL, 33773"
A945754,"ROBERTO, H, SAENZ, 13415, ELMSGROVE, LN, HOUSTONI, TX, 77070, 022517646"
A945789,"CARLOS, B, AMCTAL, 1801, VETERANSBLVD, 158, DEL, RIO, TX, 78840, 024382454"
A945801,"ALLAN, D, LEE, 26094, HOLSTEIN, DRIV, MORENO, VALLEY, CA, 92555, POST, OFFIC, BOX, 9994, MORENO, VALLEY, CA, 92552"
A945849,"JAMIE, K, WYNN, 1522, PARK, ST, LOWELL, AR, 72745, 23007223"
A945881,"MICHELLE, OSPINA, 15519, EUCALYPTUS, AVENIDA, BELLFLOWER, CA, 90706, PO, BOX, 1100, BELFLOWER, CA, 90707"
A945907,"ERICH, DURNA, 34328, HEATHER, RIDGE, CT, LAKE, ELSINORE, CA, 92532"
A945977,"MARY, H, KOJABABIAN, 5J25, 11TH, AVENIDA, 1309, SAN, DIEGO, CA, 92101, PO, BOX, 4526, SAN, DIEGO, CA, 92145"
A946059,"NILESH, F, MCKELVEY, 2219, FLORES, ST, SAN, MATEO, CALIF, 94403, PO, BOX, 25406, SAN, MATEO, CALIORNIA, 94402, 24174029, 19381118"
A946073,"A, P, BULBUL, 1416, PHEASANT, PDR, VENUS, TX, 76084, 022944337"
A946098,"DEBORAH, O, FORDHAM, 3314, INDIA, PALM, DR, EDGEATER, FLORIDA, 32141, 42915472"
A946122,"SHELLY, E, MONTTES, 411, 14TH, ST, APTZ, I1, RAMONA, CALLIF, 92065, 26270736"
A946131,"PALU, M, GROTEY, 3352, NW, 49TH, ST, MIAMI, FLORUIDA, 33142, CAKLLER, 430115, MIAMI, FLA, 33243, 27166396, 39650"
A946132,"W, G, PUNO, 626, JOHN, LEE, ST, CORPURS, CHRISTI, TEXAS, 78412, CALLER, 1812E10, CORPUS, CHRISTI, TEXAS, 78480, 22588987, 19311217"
A946184,"J, B, MELTON, 4216, FOX, RIDGE, DRV, APT, 102, BRYANT, AR, 72022, 024141223, 19501009"
A946194,"RUBEN, CHANG, 1101, 1ST, STRUT, FAIMRFIELD, CALI, 94533, 20302260, 44096"
A946234,"CYNTHIA, T, GARFIO, 4113, THAMCKERY, WY, PLANT, CITY, FL, 33566, 22518113, 38140"
A946254,"MIGNONNE, SLANDZICKI, 126, RADIO, RD, LIVINGSTON, TX, 77351, 22196778"
A946260,"WEAVER, 14, BRIDGEWATER, DR, WINTER, HAVEN, FL, 33884, 024149595"
A946341,"JEFFRYE, GERARD, HARVEY, 1136, HIDDEN, RDG, APT, 2200, IRVING, TX, 7538, PO, BOX, 154972, IRVING, TX, 75015, 25499704"
A946364,"ISMENIA, H, MOONEY, 1709, CALGARY, DR, DESOTO, TX, 75115, PO, BOX, 24N75, DESOTO, TX, 75123, 24895922"
A946443,"S, GREENHALGH, 8031, ZAMORA, AVANUE, LOS, ANGELES, CA, 90001, 023141981, 23492"
A946445,"J, HOLLAND, 3760, HOG, THIEGF, VALLEY, RD, MAGAZINE, AR, 72943"
A946457,"DAVY, T, L, 9733, HILLHAVEN, AVE, TUJUNGA, CA, 9104"
A946460,"JOSHUA, L, VILLALVAZO, 14242, ALLAMANDAA, DRV, CORPUS, CHRISTI, TX, 7848, 22143612, 1902"
A946528,"BERNADETTE, K, RIFFEY, 14474, CHERRY, LAKE, DR, E, JACKSONVILLE, FL, 32258, 025421209"
A946560,"SANDRA, PANITER, 1406, 12, E, 25TH, STR, LOS, ANGELES, CA, 90011, 025164380"
A946587,"IRMA, H, SALEH, 809, OARK, SHADOWS, ROAD, CELEBRATION, FLORIDA, 3447, 27167247"
A946597,"RACHEL, P, ROSAM, 17902, W, 48TH, PL, MIAMI, GARDENS, FL, 33055, 22452020"
A946676,"MATTHEW, L, FORD, 6460, CHARLESTON, COURT, MILTON, FL, 32570, 21480375"
