refID1,tokens1,refID2,tokens2,truth
A913926,"TAMMIE, THOMPSON, 729, JEREY, DRIV, GONZALEZ, CALIF, 93926, 22431637",A969030,"TAMMIE, WHITING, 729, JERSEY, DRIVE, GONZALES, CALIFORNIA, 93926",1
A914499,"MAT, R, JARAMILLO, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BX, 19053, WEST, PALM, BEACH, FLORIDA, 3341, 027094855",A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",1
A914499,"MAT, R, JARAMILLO, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BX, 19053, WEST, PALM, BEACH, FLORIDA, 3341, 027094855",A952226,"ALBERTO, MALKIEWICZ, 936, MCINTOSH, ST, WEST, PALM, BEACH, FL, 33405, PO, BOX, 19053, APARTADO, WEST, PALM, BEACH, FL, 33416, 27111743",0
A915456,"JUAN, PALACIOS, 1535, N, SERRANO, AVE, APT, 12, LOS, ANGELES, CA90027, CALL, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 22929301",A927926,"MARIA, BRADLEY, 810, 12, MICHELTORENA, ST, LOS, ANGELES, CALIFORNIA, 9E0026, OFFICE, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 22480634",0
A915456,"JUAN, PALACIOS, 1535, N, SERRANO, AVE, APT, 12, LOS, ANGELES, CA90027, CALL, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 22929301",A937401,"HECTOR, J, MZIGHELL, 4727, 3RD, AVE, LOS, ANGELES, A, 90043, O, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 23755056, 19531118",0
A915456,"JUAN, PALACIOS, 1535, N, SERRANO, AVE, APT, 12, LOS, ANGELES, CA90027, CALL, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 22929301",B951712,"JENNIFER, D, MIDDLETON, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 8184213781",0
A915456,"JUAN, PALACIOS, 1535, N, SERRANO, AVE, APT, 12, LOS, ANGELES, CA90027, CALL, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 22929301",B961888,"TOMMY, ARIZA, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 8185510606",0
A915456,"JUAN, PALACIOS, 1535, N, SERRANO, AVE, APT, 12, LOS, ANGELES, CA90027, CALL, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 22929301",B977323,"RICHARD, BCHECH, 881605, CALL, BOX, LOS, ANGELES, CALIF, 90009, 8184213781",0
A915732,"GLYNIS, C, VINCI, 814, ROCKWALL, ST, MC, KINNEY, TX, 75069, 024572587",B905184,"GLYNIS, C, VINCI, 12216, KIRA, CHRISTEL, LN, EL, PASO, TEXAS, 7996, 9154813125",1
A915732,"GLYNIS, C, VINCI, 814, ROCKWALL, ST, MC, KINNEY, TX, 75069, 024572587",B996883,"GLYNIS, C, VINCI, 7170, CATALINA, ST, SPRING, HILL, FLA, 34606, 3525620543",1
A916010,"MARIA, L, PEEK, 9708, WALNUT, ST, OAKLAND, CALI, 94603, 026221834",A981122,"MARIA, L, PEEK, 9672, SOARING, OAKS, DR, ELK, GROVE, CALIFORNIA, 95758, 026221834",1
A916775,"FRANKLIN, BELOTE, 761, NORTHWEST, 187TH, DR, MIAMI, FL, 33169, PO, BOX, 430115, MIAMI, FLORIDA, Q33243, 26490062",A935709,"FREDERICK, MILLER, 1131, NORTHWEST, 199T, STREET, MIAMI, FL, 33169, PO, BOX, 430115, APTDO, MIAMI, FLORIDA, 33243, 26985558",0
A916775,"FRANKLIN, BELOTE, 761, NORTHWEST, 187TH, DR, MIAMI, FL, 33169, PO, BOX, 430115, MIAMI, FLORIDA, Q33243, 26490062",A946852,"JOHN, FRANKLIN, BELOTE, 614, FLORIDA, ST, APT, 2, ORLANDO, FL, 32806, PO, BOX, 720506, ORLANDO, FL, C32872, 19380715",1
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A971826,"ANASTASIA, T, JONES, 11515, N, CDOMPASS, PT, 10, SAN, DIEGO, CA, 92126, CALLER, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 26727504, 38388",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A973949,"LORI, M, WILMERDING, 4860, ROLANDO, COURT, UNIT, 28, SAN, DIEGO, CALIF, 92115, PO, BOX, 45236, APTDO, SAN, DIEGO, O, CALI, 92145, 27316307, 1938",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A975124,"LORETTA, J, GIROUARD, 3449, ADAMS, AVE, 7, SAN, DIEGO, CA, 92114, PO, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 26325511, 19630310",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A981683,"R, ORSS, 3902, DONNA, AVE, SAN, DIEGO, CA, 92114, PO, BOX, 45236, SAN, DIEGO, CALI, 92145, 26641347",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A987305,"RACHELLE, B, HASHMI, 4850, OLD, CLIFFS, RD, 86, SAN, DIEGO, CALIFORNIA, 92120, CALL, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 22338911",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",A997960,"TOMMY, ALAN, NOEL, 10223, LIPSCOMB, DR, SAN, DIEGO, CALI, 92126, APTDO, 45236, SN, DIEGO, CALI, 92145",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",B946616,"RICARDO, GINARD, 45236, POST, OFFICE, BOX, 4526, SAN, DIEGO, CALIFORNIA, 92145, 6198100802",0
A917685,"MARCUS, Y, TAO, 875, COLE, ST, UNIT, 54, SAN, DIEGO, CA, 92117, APARTADO, 45236, SAN, DIEGO, CA, 92145, 26558839, 36526",B965347,"SANDRA, MENDEZ, 45236, POST, OFFICE, BOX, 4526, SAN, DIEGO, CALIFORNIA, 92145, 6191527760",0
A919425,"DENNIS, S, MELCHOR, 909F6, SHADOW, GLEN, WAY, FORT, MYERS, FL, 33913, 024708795, 19300528",A936835,"S, FOOTE, 909F6, SHADOW, GLEN, WAY, FORT, MYERS, FL, 33913, 24708795",1
A919425,"DENNIS, S, MELCHOR, 909F6, SHADOW, GLEN, WAY, FORT, MYERS, FL, 33913, 024708795, 19300528",A952544,"DENISE, S, MELCHOR, 1553, ALICE, STT, APT, 207, OAKLAND, CLIFORNIA, 94612, BOX, 18616, CALLER, OAKLAND, CALIF, 94619, 024708795",1
A919569,"ANA, S, HANNA, 28164, HORIZON, CT, ROMOLAND, CA, 92585, 026674876",A957644,"ANASTASIA, S, HANNA, 933, D, STR, OAKLAND, CA, 94603, POST, OFFICE, BOX, 18616, OAKLAND, CA, 94619, 026674876",1
A919603,"BOB, BEN, FALL, 693, RODEAR, RD, SAN, DIEGO, CALIFORNIA, 92154, 26481318",A996821,"BOB, BEN, FALL, 2495, PALO, VISTA, RD, FALLBROOK, CA, 92028, 23572",1
A920309,"MATTIE, M, RAMIREZ, 508, HOLLYWOOD, ST, TULELAKE, CA, 96134, 23665462",A928237,"MARTHA, M, TORRES, 508, HOLLYWOOD, STRT, TULELAKE, CALIF, 96134, 023665462, 1917",1
A920410,"LARRY, GARCIA, 29151, FM, 429D, TGERRELL, TX, 75161, POT, BOX, 202, TERRELL, TX, 75160, 20557746",B940913,"GERALD, A, WASHINGTON, 202, CALLER, TERREL, TX, 75160, 9722843318",0
A920410,"LARRY, GARCIA, 29151, FM, 429D, TGERRELL, TX, 75161, POT, BOX, 202, TERRELL, TX, 75160, 20557746",B957361,"LARRY, GARCIA, 810892, APARTADO, DALLAS, TEXAS, 75381, 2141032513",1
A921566,"GUIOMAR, M, FURLONG, 10815, NAVAJO, DRV, ST, PETERSBURG, FL, 33708, 024525839",B918006,"GUIOMAR, M, FURLONG, 1234, REYNOLDS, RD, LOT, 194, LAKELAND, FLA, 33801, 8638446547",1
A921690,"G, PUNO, 112, FOSTER, OAKS, DR, CONROE, TX, 77301, BOX, 358, CPONROE, TEXAS, 77305, 22588987, 1931",B923666,"LEISA, K, PUNO, 358, POST, BOX, CONROE, TEXAS, 77Q305, 9368635837",0
A921690,"G, PUNO, 112, FOSTER, OAKS, DR, CONROE, TX, 77301, BOX, 358, CPONROE, TEXAS, 77305, 22588987, 1931",B991951,"JACK, D, BALBUENA, 358, APTDO, CONROE, TX, 77305, 9361014475",0
A922388,"SHARRON, A, LAUDERDALE, 3676, CYPRESS, RD, OCEANSIDE, CA, 92058",B912163,"ANTONIO, P, SATTERWHIET, 3676, CYPRESS, RD, OCEANSIDE, CA, 92058, 7604164460",0
A922388,"SHARRON, A, LAUDERDALE, 3676, CYPRESS, RD, OCEANSIDE, CA, 92058",B921675,"SHARRON, A, LAUDERDALE, 119, LOWER, SUNSET, DR, SONORA, CALIFORNIA, 95370, 2097683451",1
A923013,"JACCI, FIERROMADRID, 8514, N, GOMEZ, AVE, TAMPA, FL, 33614, PO, BOX, 76972, BUZON, TAMPA, FLA, 33675, 25321080, 37668",A977641,"MATHEW, G, HABTE, 8349, TORRINGTON, AV, TAMPA, FL, 33647, POST, OFFICE, BOX, 76972, BUZON, TAMPA, FLORIDA, 33675, 022841483, 19267",0
A923013,"JACCI, FIERROMADRID, 8514, N, GOMEZ, AVE, TAMPA, FL, 33614, PO, BOX, 76972, BUZON, TAMPA, FLA, 33675, 25321080, 37668",A995288,"TERRANCE, D, DE, LOS, 15114, CRAGGY, CLIFF, STR, TAMPA, FL, 33625, PO, BOX, 76972, BUZON, TAMPA, FLORIDA, 33675, 22457538",0
A923013,"JACCI, FIERROMADRID, 8514, N, GOMEZ, AVE, TAMPA, FL, 33614, PO, BOX, 76972, BUZON, TAMPA, FLA, 33675, 25321080, 37668",B910439,"C, SCHRODER, 76972, POST, OFFICE, TAMPA, FLORIDA, 33675, 8133123131",0
A923013,"JACCI, FIERROMADRID, 8514, N, GOMEZ, AVE, TAMPA, FL, 33614, PO, BOX, 76972, BUZON, TAMPA, FLA, 33675, 25321080, 37668",B980438,"NERISSA, M, GONZALEZ, 76972, POST, OFFICE, TAMPA, FLORIDA, 33675, 8132384378",0
A923013,"JACCI, FIERROMADRID, 8514, N, GOMEZ, AVE, TAMPA, FL, 33614, PO, BOX, 76972, BUZON, TAMPA, FLA, 33675, 25321080, 37668",B991888,"CHRISTINE, BROWN, 76972, BOX, TAMPA, FLORIDA, 33675, 8132526878",0
A925524,"JANICE, V, HENDRIX, 2717, NE, 10TH, TER, WILTON, MANOR, FLORID, 33334",A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",1
A925524,"JANICE, V, HENDRIX, 2717, NE, 10TH, TER, WILTON, MANOR, FLORID, 33334",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",1
A925524,"JANICE, V, HENDRIX, 2717, NE, 10TH, TER, WILTON, MANOR, FLORID, 33334",B982452,"JANICE, V, HENDRIX, 5719, 6TH, STE, ZEPHYRHILLS, FL, 33542, 8134387058",1
A925986,"GURVINDER, P, HOOLEY, 8743, SHOSHONE, WY, ORANGEVALE, CALIF, 95662, 21520209",A991269,"G, P, HOOLEY, 2301, AUTUMN, T, BAKERSFIELD, CA, 93306, 21520209",1
A925986,"GURVINDER, P, HOOLEY, 8743, SHOSHONE, WY, ORANGEVALE, CALIF, 95662, 21520209",B979536,"GURVINDER, P, HOOLEY, 537, WEST, 105TH, STR, LOS, ANGELES, CA, 90044, 8185204001",1
A926384,"WON, R, DENHART, 34978, AVENUE, C, YUCAIPA, CALIFORNIA, 92399",A937083,"WON, R, DENHART, 487, MARBLE, ARCH, AVENIDA, SAN, JOSE, CA, 95136, PO, BOX, 640083, CALLER, SAN, JOSE, GCA, 95164, 026806788",1
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A942028,"JAMES, C, MALONE, 1473, PAULK, LN, JACKSONVILLE, FL, 32220, CALLER, 5314, CALL, BOX, JACKSONVILLE, FLORIDA, 32247, 24384134, 19711",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A944799,"MAX, D, ERICKSON, 12853, OXFORD, DR, JACKSONVILLE, FLORIDA, 32224, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A955414,"LORI, C, WILMERDING, 111, E, 1ST, ST, APT, 43, JACKSONVILLE, FLORIDA, 32207, PO, BOX, 5314, POST, JACKSONVILLE, FLA, 32247, 27136307, 14242",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A993068,"ANTHONY, C, MCNEILL, 11275, CHAPELGATE, LN, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247, 26478410",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",A993909,"MAUREEN, G, FERGUSON, 87F24, MERSEYSIDE, AVENUE, JACKSONVILLE, FL, 32219, BUZON, 5314, POST, JACKSONVILLE, FLA, 32247, 025921466",0
A926750,"M, R, JARAMILLO, 3901, MEADOWVIEW, DR, N, JACKSONVILLE, FLA, 32225, OFFICE, BOX, 5314, APARTADO, JACKSONVILLE, FLORIDA, 32247, 027094855",B920758,"JOSEPH, S, BENNETT, 5314, POST, OFFICE, JACKSONVILLE, FLORIDA, 32247, 9045205513",0
A927452,"CYNTHIA, R, DAVIS, 1258, VAN, DALE, AVE, SPRING, HILL, FL, 34608, 203394609",A976845,"CYNTHIA, K, DAVIS, 3154, CR, 218, SEYMOUR, TEXAS, 76380, 23396409",1
A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",A974034,"JANICE, V, HENDRIX, 1473, PAULK, LANE, JACKSONVILLE, FL, 32225, PO, BOX, 5314, POST, JACKSONVILLE, FLORIDA, 32247",1
A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",A980998,"C, MALONE, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993, 24384134, 19531218",0
A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",B960310,"BILL, VILLARREAL, 234, S, 3RD, ST, CAPE, CORAL, FLORIDA, 33990, 2396502266",0
A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",B982452,"JANICE, V, HENDRIX, 5719, 6TH, STE, ZEPHYRHILLS, FL, 33542, 8134387058",1
A927520,"JANICE, V, HENDRIX, 1112, NW, 9TH, AVE, CAPE, CORAL, GABLES, FL, 33993",B983848,"MARIA, MIGENES, 234, SOUTHEAST, 3RD, STR, CAPE, CORAL, GABLES, FL, 33990, 2396502266",0
A927926,"MARIA, BRADLEY, 810, 12, MICHELTORENA, ST, LOS, ANGELES, CALIFORNIA, 9E0026, OFFICE, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 22480634",A937401,"HECTOR, J, MZIGHELL, 4727, 3RD, AVE, LOS, ANGELES, A, 90043, O, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 23755056, 19531118",0
A927926,"MARIA, BRADLEY, 810, 12, MICHELTORENA, ST, LOS, ANGELES, CALIFORNIA, 9E0026, OFFICE, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 22480634",B951712,"JENNIFER, D, MIDDLETON, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 8184213781",0
A927926,"MARIA, BRADLEY, 810, 12, MICHELTORENA, ST, LOS, ANGELES, CALIFORNIA, 9E0026, OFFICE, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 22480634",B961888,"TOMMY, ARIZA, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIF, 90009, 8185510606",0
A927926,"MARIA, BRADLEY, 810, 12, MICHELTORENA, ST, LOS, ANGELES, CALIFORNIA, 9E0026, OFFICE, BOX, 881605, POST, OFFICE, BOX, LOS, ANGELES, CALIFORNIA, 90009, 22480634",B977323,"RICHARD, BCHECH, 881605, CALL, BOX, LOS, ANGELES, CALIF, 90009, 8184213781",0
A928319,"WILLIE, S, GILBERT, 3500, WHITEHALL, DR, APT, 105, WEST, PALM, BEACH, FL, 33401, 025385907, 1960",A971780,"WILLIE, S, GILBERT, 243, STATE, HIGHWAY, 309, KERENS, TX, 75144, 25385907",1
A928319,"WILLIE, S, GILBERT, 3500, WHITEHALL, DR, APT, 105, WEST, PALM, BEACH, FL, 33401, 025385907, 1960",B932916,"ROSE, A, BONVENTRE, 3500, WHITEHALL, DR, APT, 105, WEST, PALM, BEACH, FL, 33401, 5616683564",0
A930529,"PASTORA, MOSSHOLDER, 5427, MIDDLEFIELD, DR, SAN, ANTONIO, TEXAS, 78242, PO, BOX, 90362, SAN, ANTONIO, TX, 78269, 26485111, 1951",A983206,"LENORE, E, RODRIGUEZ, 8735, FIVE, PALMS, DR, SA, ANTONIO, TEXAS, 78242, PO, BOX, 690362, SAN, ANTONIO, TEXAS, 78269, 26835867",0
A931567,"RACHELLE, F, HASHMI, 1708, DESERT, SUN, DRV, EL, PASO, TEXAS, 79928, PO, BOX, 27096, CALLER, EL, PASO, TEXAS, 7996, 1973",A987305,"RACHELLE, B, HASHMI, 4850, OLD, CLIFFS, RD, 86, SAN, DIEGO, CALIFORNIA, 92120, CALL, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 22338911",1
A931567,"RACHELLE, F, HASHMI, 1708, DESERT, SUN, DRV, EL, PASO, TEXAS, 79928, PO, BOX, 27096, CALLER, EL, PASO, TEXAS, 7996, 1973",B935863,"RACHELLE, F, HASHMI, 6540, RIJDDLE, DR, FORT, WORTH, TX, 76180, 8173740656",1
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A971826,"ANASTASIA, T, JONES, 11515, N, CDOMPASS, PT, 10, SAN, DIEGO, CA, 92126, CALLER, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 26727504, 38388",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A973949,"LORI, M, WILMERDING, 4860, ROLANDO, COURT, UNIT, 28, SAN, DIEGO, CALIF, 92115, PO, BOX, 45236, APTDO, SAN, DIEGO, O, CALI, 92145, 27316307, 1938",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A975124,"LORETTA, J, GIROUARD, 3449, ADAMS, AVE, 7, SAN, DIEGO, CA, 92114, PO, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 26325511, 19630310",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A981683,"R, ORSS, 3902, DONNA, AVE, SAN, DIEGO, CA, 92114, PO, BOX, 45236, SAN, DIEGO, CALI, 92145, 26641347",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A987305,"RACHELLE, B, HASHMI, 4850, OLD, CLIFFS, RD, 86, SAN, DIEGO, CALIFORNIA, 92120, CALL, BOX, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 22338911",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",A997960,"TOMMY, ALAN, NOEL, 10223, LIPSCOMB, DR, SAN, DIEGO, CALI, 92126, APTDO, 45236, SN, DIEGO, CALI, 92145",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",B946616,"RICARDO, GINARD, 45236, POST, OFFICE, BOX, 4526, SAN, DIEGO, CALIFORNIA, 92145, 6198100802",0
A931780,"PATRICIA, J, THAYER, 2938, GOVERNOR, DR, SAN, DIEGO, CA, 9222, BUZON, 45236, APTDO, SAN, DIEGO, CALIFORNIA, 92145, 022603777, 1925",B965347,"SANDRA, MENDEZ, 45236, POST, OFFICE, BOX, 4526, SAN, DIEGO, CALIFORNIA, 92145, 6191527760",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A947347,"THELMA, KHAN, 10222, FORUM, WEST, DRIVE, APT, 621, HOUSTON, TEXAS, 77036, POST, OFFICE, 280034, APTDO, HOUSTON, TEXAS, 77228, 22912073, 19550628",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A949062,"DORINDA, R, MOMOH, 542, RENWICK, DR, APT, 855, HOUSTON, TX, 77081, CALLER, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21863533",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A957306,"LORETTA, J, GIROUARD, 14777, WUNDERLICH, DR, APT, 1201, HOUSTON, TX, 77069, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26325511, 1963",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A966819,"BARBERY, L, LANTRIP, V702, OAK, WEST, DR, HOUSTON, TX, 77073, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25567915",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A977550,"JORGE, M, EMERT, 2115, FORELAND, DR, HOUSTON, TEXAS, 77077, POST, OFFICE, 280034, APARTADO, HOUSTON, TEXAS, 77228, 21920177",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",A998330,"ALICIA, PERALTA, 7051, HENDONQ, LN, HOUSTON, TEXAS, 77077, PO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 25288749, 40436",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",B959256,"JUAN, P, PELAYO, 280034, POST, OFFICE, BOX, HOUSTON, TEXAS, 77228, 7136283745",0
A931934,"S, STONE, 11J211, S, POST, OAK, RD, APT, 30, HOUSTON, TX, 77035, HPO, BOX, 280034, APARTADO, HOUSTON, TEXAS, 77228, 26381963, 1936",B983830,"JENNIFER, G, HODGES, 280034, BUZON, HOUSTON, TEXAS, 77228, 7137535400",0
A933331,"SUZANNE, ARTENSTEIN, 14, CHESTNUT, CIRCL, HOLLYWOOD, FLORIDA, 33026, 27036049",B971369,"ELIEZER, AYALA, 10654, EDINBURGH, ST, HOLLYWOOD, FLORIDA, 33026, 9541324355",0
A933331,"SUZANNE, ARTENSTEIN, 14, CHESTNUT, CIRCL, HOLLYWOOD, FLORIDA, 33026, 27036049",B972884,"REGINA, GRIBSCHAW, 10654, EDINBURGH, ST, HOLLYWOOD, FLA, 33026, 9541324355",0
A934564,"BARBARA, L, LANTRIP, 410, CHARLOTTE, STREET, APT, D, TALLAHASSEE, FL, 32304, 025576915, 19240321",B980692,"BARBARA, L, LANTRIP, 504, DAVIS, RD, BIG, 3, PALM, SPRINGS, FL, 33461, 5615451417",1
A934766,"ALLAN, WAYNE, JOSLIN, 13131, CHIMNEY, SWEEP, DRIVE, HOUSTON, TX, 77041, PO, BOX, 280034, HOUSTON, TX, O77228, 24233488",B932884,"ALLAN, WAYNE, JOSLIN, 224, PARAKEET, DR, LITTLE, ELM, TEXAS, 75068, 9725874537",1
A935673,"FRED, S, FUENTES, 7519, PIPERS, WAY, SAN, ANTONIO, TX, 78251, 206680213",A973378,"S, FUENTES, 7519, PIPERS, WY, SAN, ANTONIO, TX, 78251, 26680213, 32301",1
