clusterID,refID,tokens,truth
A911006,A911006,"DANE, S, DOZIER, 2301, TURNER, ROAD, CERES, CA, 95307, 42027258",1
A911006,A930695,"DANE, S, DOZIER, 2301, TURNER, RD, CERES, CA, 95307, 24022758, 46453",1
A911006,A938761,"DANE, S, DOZIER, 2301, TURNER, RD, CERES, CA, 95307, 024072258, 1927",1
A911006,B917764,"DANE, S, DOZIER, 2301, TURNER, RD, CERES, CA, 95307, 2093553180",1
A911006,B975065,"DANE, S, DOZIER, 2301, TURNER, RD, CERES, CALI, 95307, 2093553180",1
A911006,B997227,"DANE, S, DOZIER, 2301, TURNER, RD, CERES, CALI, 95307, 2093553180",1
A911037,A911037,"STEVEN, J, ODOM, 2090, WELDON, LN, BAY, POINT, CA, 94565, 026390936",1
A911037,A936656,"STEVEN, J, ODOM, 2090, WELDON, LANE, BAY, POINT, CALIF, 94565, 19749",1
A911037,A983703,"STEVEN, J, ODOM, 2090, WELDON, LN, BAY, POINT, CA, 94565, 19749",1
A911120,A911120,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, CT, MANVEL, TEXAS, 77578, 25996446",1
A911120,A970015,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, CT, MANVEL, TEXAS, 77578, 25996464, 1950",1
A911120,A981133,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, CT, MANVEL, TEXAS, 77578, 29596446, 18396",1
A911120,B921886,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, CTQ, MANVEL, TEXAS, 77578, 2816230402",1
A911120,B990320,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, CT, MANVEL, TEXAS, 77578, 2816230402",1
A911120,B997328,"SHELLEY, S, RICHARDS, 3307, SPINDLETOP, COURT, MANVEL, TEXAS, 77578, 2816230402",1
A911153,A911153,"DAVID, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CALIFORNIA, 94960, 23138495, 19231",1
A911153,A973143,"DAVY, B, SKELTON, 61, LAUREL, AVENUE, SAN, ANSELMO, CALIFORNIA, 94960, 23138459",1
A911153,A986401,"DAVY, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CALIFORNIA, 94960",1
A911153,B898681,"DAVID, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CALIFORNIA, 94960, 4157447625",1
A911153,B912016,"DAVY, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CALIFORNIA, 94960, 4157447625",1
A911153,B951388,"DAVY, B, SKELTON, 61, LAUREL, AVE, SAN, ANSELMO, CALIFORNIA, 94960, 4157447625",1
A911166,A911166,"ELLIE, M, BELOTE, 4303, MASTERS, DR, LEAGUE, CITY, TEXAS, 77573, 026487013",1
A911166,A924894,"ELAINE, M, SANCHEZ, 4303, MASTERS, DR, LEAGUE, CITY, TEXAS, 77573, 026487013",1
A911166,A925681,"JOHN, FRANKLIN, BELOTE, 500, WELLETTKA, DR, EL, PASO, TEXAS, 79927, 26490062, 1938",0
A911166,A931696,"JOHN, FRANKLIN, BELOTE, 4303, MASTERS, DRIVE, LEAGUE, CITY, TEXAS, 77573, 1938",0
A911166,A940592,"JOHN, FRANKLIN, BELOTE, 4303, MASTERS, DR, LEAGUE, CITY, TEXAS, 77573, 26409062",0
A911166,A947375,"JOHN, FRANKLIN, BELOTE, 311, E, 121ST, AVE, TAMPA, FL, 33612, BOX, 76972, BUZON, TAMPA, FLA, 33675, 26490062, 1938",0
A911166,A970881,"HELEN, M, BELOTE, 4303, MASTERS, DR, LEAGUE, CITY, TEXAS, 77573, 026487031",1
A911166,A972924,"JOHN, FRANKLIN, BELOTE, 50, WELLETTKA, DR, EL, PASO, TEXAS, 79927, 26490062, 1938",0
A911166,A991292,"JOHN, FRANKLIN, BELOTE, 4303, MASTERS, DR, LEAGUE, CITY, TEXAS, 77573, 26490062, 14076",0
A911166,A996469,"FRANKLIN, BELOTE, 500, WELLETTKA, DRIV, EL, PASO, TEXAS, 79927",0
A911180,A911180,"S, WARSING, 100, LEEMAR, PL, HOT, SPRINGS, NATIONAL, PARK, ARKANSAS, 71901, 26109309",1
A911180,A920336,"MARIA, S, WARSING, 100, LEEMAR, PL, HOT, SPRINGS, NATIONAL, PARK, ARKANSAS, 71901, 026019039",1
A911180,B914112,"MARIA, S, WARSING, 100, LEEMAR, PL, HOT, SPRINGS, NATIONAL, PARK, ARKANSAS, 71901, 5016676371",1
A911180,B991688,"S, WARSING, 100, LEEMAR, PL, HOT, SPRINGS, NATIONAL, PARK, ARKANSAS, 71901, 5016676371",1
A911202,A911202,"GREG, P, C, 2385, 11TH, ST, RIVERSIDE, CA, 92507",1
A911202,A917167,"GREGORY, P, CAPPS, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507, 025833587",1
A911202,A922841,"THERESA, A, CAPPS, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507, 1918",0
A911202,A927360,"GREGORY, P, CAPPS, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507",1
A911202,A932587,"THERESA, A, CAPPS, 2385, 11TH, PST, RIVERSIDE, CALIF, 9250I7, 1918",0
A911202,A964557,"T, A, SERRANO, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507",0
A911202,B931692,"GREG, P, C, 2385, 11TH, STT, RIVERSIDE, CALI, 92507, 9095221578",1
A911202,B971012,"THERESA, A, CAPPS, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507, 9095221578",0
A911202,B975745,"THERESA, A, CAPPS, 2385, 11H, STR, RIVERSIDE, CALIFORNIA, 92507, 9095221578",0
A911202,B982668,"GREGORY, P, CAPPS, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507, 9095221578",1
A911202,B983118,"GREGORY, P, CAPPS, 2385, 11TH, ST, RIVERSIDECALIF, 92507, 9095221578",1
A911202,B987125,"T, A, SERRANO, 2385, 11TH, ST, RIVERSIDE, CALIFORNIA, 92507, 9095221578",0
A911262,A911262,"IRMA, H, SALEH, 1301, PINETTA, CIRCULO, WELLINGTON, FL, 33414",1
A911262,A924227,"IRMA, H, SALEH, 1301, PINETTA, CIR, WELLINGTON, FL, 33414, 27167247, 1957",1
A911262,A959348,"IRMA, H, SALEH, 1301, PINETTA, CIRCULO, WELLINGTON, FL, 33414, 27162747",1
A911271,A911271,"NILESH, F, MCKELVEY, 1318, PORTSMOUTH, T, OAKLEY, CA, 9456W1, PO, BOX, 1P112, OAKLEY, CALIFORNIA, 94561, 14202",1
A911271,B943219,"NILESH, F, MCKELVEY, 1112, POST, OFFICE, BOX, 1P112, OAKLEY, CALIF, 94561, 9252212771",1
A911306,A911306,"BARBARA, A, COLLINS, 1849, MAYWOOD, DR, APT, 05, CORONA, CALIFORNIA, 92881, PO, BOX, 77501, CORONA, CA, 92877, 23566960, 19700628",1
A911367,A911367,"RANDAL, R, HALL, 5423, KLEBERG, DRV, GRAND, PRAIRIE, TX, 75052, CALLER, 543301, GRAND, PRAIRIE, TX, 75054, 22267805",1
A911368,A911368,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CALIFORNIA, 92346, 205542023",1
A911368,A942400,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CALIFORNIA, 92346, 025542023",1
A911368,A972990,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CALIFORNIA, 92346, 25789",1
A911368,B949118,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CALIFORNIA, 92346, 9091766456",1
A911368,B965453,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CA, 9236, 9091766456",1
A911368,B976543,"RUTH, D, MARTINEZ, 28936, OAK, HILL, LN, HIGHLAND, CALIFORNIA, 92346, 9091766456",1
A911420,A911420,"RENEE, M, CASTORA, 1827, XIMENO, AVENUE, 133, LONG, BEACH, CALIFORNIA, 90815, 023347907",1
A911420,A967554,"RICHARD, M, CASTORA, 1827, XIMENO, AVE, 133, LONG, BEACH, CALIFORNIA, 90815, 23732411",0
A911420,A984534,"R, M, CASTORA, 1827, XIMENO, AVE, 133, LONG, BEACH, CALIFORNIA, 90815",0
A911420,A987132,"M, CASTORA, 1827, XIMENO, AVE, 133, LONG, BEACH, CALIFORNIA, 90815, 23374211, 1916",0
A911420,A998559,"RENEE, M, SMITH, 1827, XIMENO, AVE, 133, LONG, BEACH, CA90815, 23347907, 1909",1
A911420,B921313,"R, M, CASTORA, 1827, XIMENO, A, 133, LONG, BEACH, CALIFORNIA, 90815, 5626873663",0
A911420,B954529,"RICHARD, M, CASTORA, 1827, XIMENO, AVENUE, 133, LONG, BEACH, CALIFORNIA, 90815, 5626873663",0
A911420,B967595,"RENEE, M, CASTORA, 1827, XIMENO, AVE, 133, LONG, BEACH, MCA, 90815, 5626873663",1
A911420,B992584,"RENEE, M, SMITH, 1827, XIMENO, AVE, 133, LONG, BEACH, CALI, 90815, 5626873663",1
A911420,B995715,"M, CASTORA, 1827, XIMENO, AVENUE, 133, LONG, BEACH, CALIFORNIA, 90815, 5626873663",0
A911473,A911473,"NANCY, E, CARPENTER, 21672, WINDAM, RUN, ESTERO, FLORIDA, 33928, 027012011",1
A911473,A975013,"E, CARPENTER, 21672, WINDAM, RUN, ESTERO, FL, 3398, 27010211",1
A911498,A911498,"TONY, A, MARTENS, 31532, VINTNERS, POINTE, CT, WINCHESTER, CA, 92596, 22100234",1
A911498,A952559,"ANTHONY, A, MARTENS, 31532, VINTNERS, POINTE, CT, WINCHESTER, CALIFORNIA, 92596, 22100234",1
A911498,A977764,"ANTHONY, A, MARTENS, 31532, VINTNERS, POINTE, CT, WINCHESTER, CALIFORNIA, 92596, 22100234",1
A911498,B899395,"ANTHONY, A, MARTENS, 31532, VINTNERS, POINTE, C, WINCHESTER, CALIF, 92596, 9097588208",1
A911498,B917818,"TONY, A, MARTENS, 31532, VINTNERS, POINTE, CT, WINCHESTER, CALIFORNIA, 92596, 9097588208",1
A911498,B962012,"ANTHONY, A, MARTENS, 31532, VINTNERS, POINTE, CT, WINCHESTER, CALIFORNIA, 92596, 9097588208",1
A911504,A911504,"ANTHONY, HUERTA, 13551, SW, 256TH, ST, HOMESTEAD, FL, 33032, 024631642",1
A911504,A918103,"ANTHONY, HUERTA, 13551, SW, 256TH, ST, HOMESTEAD, FL, 33032, 024631642",1
A911504,B953535,"ANTHONY, HUERTA, 13551, SW, 256TH, ST, HOMESTEAD, FL, 33032, 3054446132",1
A911504,B989433,"ANTHONY, HUERTA, 13551, SW, 256TH, ST, HOMESTEAD, FL, 33032, 3054446132",1
A911526,A911526,"JORGE, AMEREAN, 118, COLGATE, AVE, SANANTONIO, TX, 78248, POST, OFFICE, BOX, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 22477845",1
A911526,B947818,"JORGE, AMEREAN, 690362, APARTADO, SAN, ANTONIO, TEXAS, 78269, 2107467315",1
A911548,A911548,"MARTHA, M, RAMIREZ, 6818, DORIANA, ST, APT, 120, SAN, DIEGO, CALIFORNIA, 92139, 23665642",1
A911548,A923977,"MARTHA, M, RAMIREZ, 6818, DORIANA, ST, APT, 120, SAN, DIEGO, CALIFORNIA, 92139, 023665462",1
A911548,B947173,"MARTHA, M, RAMIREZ, 6818, DORIANA, ST, APARTMENT, 120, SAN, DIEGO, CALIFORNIA, 92139, 6195304588",1
A911548,B981805,"MARTHA, M, RAMIREZ, 6818, DORIANA, STRT, APT, 120, SAN, DIEGO, CALIFORNIA, 92139, 6195304588",1
A911612,A911612,"DENNIS, RUANO, 29972, GRANGER, PL, CASTAIC, CALIFORNIA, 91384",1
A911612,A990848,"DENNIS, RUANO, 29972, GRANGER, PL, CASTAIC, CALIFORNIA, 91384, 24706276, 13830",1
A911612,B921372,"DENNIS, RUANO, 29972, GRANGER, PL, CASTAIC, CALIFORNIA, 91384, 6615837168",1
A911612,B939884,"DENNIS, RUANO, 29972, GRANGER, PL, CASTAIC, CALIFORNIA, 91384, 6615837168",1
A911645,A911645,"OLAJIDE, GOLDSTON, 2160, KELLY, ST, HAYWARD, CALIFORNIA, 94541, 029362132, 1936",1
A911645,A942391,"OLAJIDE, GOLDSTON, 2160, KELLY, STRT, HAYWARD, CALIFORNIA, 94541",1
A911645,A972684,"OLAJIDE, GOLDSTON, 2160, KELLY, ST, HAYWARD, CALIFORNIA, 94541, 023962132",1
A911645,B910944,"OLAJIDE, GOLDSTON, 2160, KELLY, STRT, HAYWARD, CALIFORNIA, 94541, 5305203635",1
A911645,B946391,"OLAJIDE, GOLDSTON, 2160, KELLY, STREET, HAYWARDCA, 94541, 5305203635",1
A911645,B960473,"OLAJIDE, GOLDSTON, 2160, KELLY, ST, HAYWARD, CALIF, 94541, 5305203635",1
A911662,A911662,"XUANDAO, ATIENZA, 106, BIRCH, AV, WASCO, CALIFORNIA, 93280, 24611071",1
A911662,A915178,"XUANDAO, ATIENZA, 106, BIRCH, AVE, WASCO, CALIFORNIA, 93280",1
A911662,A984041,"X, ATIENZA, 106, BIRCH, AVE, WASCO, CALIFORNIA, 93280",1
A911662,B912778,"X, ATIENZA, 106, BIRCH, AVE, WASCO, CALIFORNIA, 93280, 6614030348",1
A911662,B942996,"XUANDAO, ATIENZA, 106, BIRCH, AVE, WASCO, CALI, 93280, 6614030348",1
A911662,B955028,"XUANDAO, ATIENZA, 106, BIRCH, AVE, WASCO, CALIFORNIA, 93280, 6614030348",1
A911688,A911688,"DANIEL, BROWN, 73265, ROD, LAVER, LN, PALM, DESERT, CALIFORNIA, 92260, 022961888",1
A911688,A960241,"DANIEL, BROWN, 73265, ROD, LAVER, LANE, PALM, DESERT, CALIFORNIA, 92260, 022961888, 1923",1
A911730,A911730,"ROBERT, EMMITT, WOODARD, 1341, REDMAPLE, ST, FONTANA, CALIFORNIA, 92337, 21976174",1
A911730,A941723,"ROBERT, EMMITT, WOODARD, 1341, REDMAPLE, STR, FONTANA, CALIFORNIA, 92337",1
A911772,A911772,"HELEN, C, ROBERTS, 23012, OXFORD, PL, BOCA, RATON, FL, 3333",1
A911772,A927634,"ELLEN, C, M, 23012, OXFORD, PL, BOCA, RATON, FL, 33433, 22076398, 1957",1
A911772,B956963,"ANTHONY, A, MARTENS, 23012, OXFORD, PL, BOCA, RATON, FL, 33433, 5618757355",0
A911772,B957169,"ELLEN, C, M, 23012, OXFORD, PLACE, BOCA, RATON, FL, 33433, 5618757355",1
A911772,B971163,"HELEN, C, ROBERTS, 23012, OXFORD, PL, BOCA, RATON, FLA, 33433, 5618757355",1
A911817,A911817,"MICHAEL, S, LANDOW, 1852, BANBURY, RD, JACKSONVILLE, FLA, 32211, 22984160",1
A911817,A990458,"S, LANDOW, 1852, BANBURY, RD, JACKSONVILLE, FLA, 32211, 22981460",1
A911844,A911844,"CLARA, R, BROWN, 1823, RANCHO, LOMAS, WY, SAN, MIGUEL, CA, 9341",1
A911844,A912529,"CLARA, R, VENTURA, 1823, RANCHO, LOMAS, WAY, SAN, MIGUEL, CA, 93451",1
A911844,A918431,"G, VENTURA, 1823, RANCHO, LOMAS, WY, SAN, MIGUEL, CA, 93451, 62849307, 43542",0
A911844,A940415,"GARY, VENTURA, 1823, RANCHO, LOMAS, WAY, SAN, MIGUEL, CA, 93451",0
A911844,A996707,"CLARA, R, BROWN, 1823, RANCHO, LOMAS, WAY, SAN, MIGUEL, CLI, 93451, 26844225",1
A911844,A998382,"GARY, VENTURA, 123, RANCHO, LOMAS, WAY, SAN, MIGUEL, CA, 93451, 26489307, 43542",0
A911943,A911943,"M, CARLOW, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 41911",1
A911943,A916642,"MAYR, CARLOW, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 23125111, 41911",1
A911943,A943720,"A, ZATARAIN, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 43452",0
A911943,A975037,"ZATARAIN, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 23125111",1
A911943,B899742,"M, CARLOW, 967, W, 4TH, STR, POMONA, CALIFORNIA, 91766, 9091078846",1
A911943,B951777,"ZATARAIN, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 9091078846",1
A911943,B975690,"MAYR, CARLOW, 967, W, 4TH, ST, POMONA, CALIFORNIA, 91766, 9091078846",1
A911959,A911959,"WENDY, B, WALTON, 10386, HILLS, TOWER, DR, RANCHO, CORDOVA, CALIFORNIA, 95670",1
A911959,A936138,"WENDY, B, GUTIERREZ, 10386, HILLS, TOWER, DR, RANCHO, CORDOVA, CALIFORNIA, 95670, 24633853",1
A911959,A952335,"WENDY, B, WALTON, 10386, HILLS, TOWER, D, RANCHO, CORDOVA, CALIFORNIA, 95670, 042633835",1
A911959,B898203,"WENDY, B, WALTON, 10386, HILLS, TOWER, DRIVE, RANCHO, CORDOVA, CALIFORNIA, 95670, 9163582842",1
A911959,B909776,"WENDY, B, GUTIERREZ, 10386, HILLS, TOWER, DRIVE, RANCHO, CORDOVA, CALIF, 95670, 9163582842",1
A911959,B980833,"WENDY, B, WALTON, 10386, HILLS, TOWER, DRV, RANCHO, CORDOVA, CALIF, 95670, 9163582842",1
A911968,A911968,"ANDREW, D, ROBINSON, 4135, ANATOLIA, DRIVE, RANCHO, CORDOVA, CA, 95742, 203747388, 1949",1
A911968,A977664,"ANDREW, D, ROBINSON, 4135, ANATOLIA, DR, RANCHO, CORDOVA, CA, 95742, 23747388",1
A911968,B913732,"ANDREW, D, ROBINSON, 4135, ANATOLIA, DR, RANCHO, CORDOVA, CA, 95742, 9166430127",1
A911968,B953662,"ANDREW, D, ROBINSON, 4135, ANATOLIA, DRIVE, RANCHO, CORDOVA, CALI, 95742, 9166430127",1
A911973,A911973,"F, REDDISH, 8440, JORDAN, ST, SAN, DIEGO, CALIFORNIA, 92123, 024508033",1
A911973,A948175,"CARMEN, C, REDDISH, 8440, JORDAN, STRT, SAN, DIEGO, CALIFORNIA, 92123, 24504823",0
A911973,A961160,"LUIS, F, REDDISH, 8440, JORDAN, ST, SAN, DIEGO, CALIFORNIA, 92123, 24508033",1
A911973,A969358,"C, REDDISH, 8440, JORDAN, ST, SAN, DIEGO, CALIFORNIA, 92123, 024054832",0
A911973,A986223,"LUIS, F, REDDISH, 8440, JORDAN, ST, AN, DIEGO, CALIF, 92123",1
A911973,B900509,"LUIS, F, REDDISH, 8440, JORDAN, ST, SAN, DIEGO, CALIFORNIA, 92123, 6193604328",1
A911973,B915022,"C, REDDISH, 8440, JORDAN, STRT, SAN, DIEGO, CA, 92E124, 6193604328",0
A911973,B915133,"LUIS, F, REDDISH, 8440, JORDAN, STRT, SAN, DIEGO, CALIFORNIA, 92123, 6193604328",1
A911973,B973101,"CARMEN, C, REDDISH, 8440, JORDAN, ST, SAN, DIEGO, CALIFORNIA, 92123, 6193604328",0
A911973,B978578,"F, REDDISH, 8440, JORDAN, STREET, SAN, DIEGO, CALIF, 92123, 6193604328",1
A911988,A911988,"ELIZABETH, M, M, 3910, W, BEECHWOOD, AVE, APT, 133, FRESNO, CALI, 93711, 25185760, 1900",1
A911988,A937566,"BETHIA, M, MIRANDA, 3910, W, BEECHWOOD, AVE, APT, 133, FRESNO, CALI, 93711, 25187560",1
A911988,A996710,"BETSY, M, MIRANDA, 3910, W, BEECHWOOD, AVE, APT, 133, FRESNO, CALIFORNIA, 93711, 25185760, 36526",1
A911988,B903881,"ELIZABETH, M, M, 3910, W, BEECHWOOD, AVE, APARTMENT, 133, FRESNO, CA, E93711, 5594512035",1
A911988,B951038,"BETHIA, M, MIRANDA, 3910, W, BEECHWOOD, AVENUE, APT, 133, FRESNO, CALIFORNIA, 93711, 5594512035",1
A911988,B955925,"BETSY, M, MIRANDA, 3910, W, BEECHWOOD, AVE, APT, 133, FRESNO, CALIFORNIA, 93711, 5594512035",1
A912134,A912134,"MARIA, A, HARVE, 161, LAWNVIEW, CIR, DANVILLE, CALIF, 94526, 25480112, 1954",1
A912134,B951515,"MARIA, A, HARVE, 161, LAWNVIEW, CIRCULO, DANVILLE, CALIF, 94526, 9253402588",1
A912151,A912151,"AMRYANN, K, CORBIN, 2929, PEGASUS, DR, GARLAND, T, TEXAS, 75044, 1910",1
A912151,A956802,"MAYRANN, K, CORBIN, 2929, PEGASUS, DR, GARLAND, TEXAS, 75044, 25429532",1
A912151,A960959,"MARYANN, K, PRINCE, 2929, PEGASUS, DR, GARLAND, TEXAS, 75044, 25429532, 1910",1
A912151,B938287,"MARYANN, K, PRINCE, 2929, PEGASUS, DRIVE, GARLAND, TEXAS, 75044, 9725346367",1
A912151,B957973,"MAYRANN, K, CORBIN, 2929, PEGASUS, DR, GARLAND, TEXAS, 75044, 9725346367",1
A912151,B972502,"AMRYANN, K, CORBIN, 2929, PEGASUS, DR, GARLAND, TEXAS, 75044, 9725346367",1
A912159,A912159,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 022302259, 22845",1
A912159,A922996,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 22845",1
A912159,A925429,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 22302259",1
A912159,B926562,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 5125203484",1
A912159,B946151,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 5125203484",1
A912159,B957159,"AMEY, N, REYNOLDS, 403A, DARDEN, HILL, RD, DRIFTWOOD, TEXAS, 78619, 5125203484",1
A912161,A912161,"DAVY, T, LE, 11268, JOSHUA, CT, FONTANA, CALIFORNIA, 92337, PO, BOX, 2600, FONTANA, CA, 92334, 23052187",1
A912161,B920357,"DAVY, T, LE, 11268, JOSHUA, CFT, FONTANA, CALIFORNIA, 92337, 9091245275",1
A912186,A912186,"ANGELA, BULBUL, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180",1
A912186,A915560,"ANGELA, BULBUL, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 022944337, 20237",1
A912186,A922324,"PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33B180, 22949203, 18806",0
A912186,A945007,"S, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 22994203, 1951",0
A912186,A993309,"ANGELA, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 022944337",1
A912186,B928435,"ANGELA, BULBUL, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 3053238404",1
A912186,B949209,"S, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 3053238404",0
A912186,B983049,"ANGELA, BULBUL, 20475, BISCAYNE, BLVD, G13, AVENTURA, FLORIDA, 33180, 3053238404",1
A912186,B995782,"ANGELA, PELAYO, 20475, BISCAYNE, BLVD, G13, AVENTURA, FA, 33180, 3053238404",1
A912186,B998445,"PELAYO, 20475, BISCAYNE, BLVD, G1, AVENTURA, FLORIDA, 33180, 3053238404",0
A912203,A912203,"BRENT, G, WINSTEAD, 12568, 10TH, STRT, APT, J, CHINO, KCA, 91710, POST, 1211, APTDO, CHINO, HILLS, CA, 91708",1
A912203,B937096,"BRENT, G, WINSTEAD, 12568, 10TH, STRT, APT, J, CHINO, CALIFORNIA, 91710, 9094623851",1
A912279,A912279,"J, A, AGREDA, 8608, GOLDFINCH, DR, BAKERSFIELD, CALIFORNIA, 93312, 022540139",1
A912279,A929449,"JAMES, A, AGREDA, 8608, GOLDFINCH, DR, BAKERSFIELD, CALIFORNIA, 93312, 22540139",1
A912279,B986244,"SHEILA, GREER, 8608, GOLDFINCH, DR, BAKERSFIELD, CALIF, 93312, 6613780451",0
A912344,A912344,"EDDIE, A, DAVIDSON, 9915, TOYO, AVNUE, FONTANA, CA, 92336, PO, BOX, 2600, BOX, FONTANA, CALIFORNIA, 92334",1
A912356,A912356,"RONNIE, M, WAIBEL, 17915, LOOKOUT, LAKE, CIR, FLINT, TEXAS, 75762",1
A912356,A994027,"RONNIE, M, WAIBEL, 17915, LOOKOUT, LAKE, CR, FLINT, TEXAS, 75762, 022071474",1
A912356,A994316,"R, M, WAIBEL, 17915, LOOKOUT, LAKE, CIR, FLINT, TEXAS, 75762, 22071474",1
A912356,B904617,"RONNIE, M, WAIBEL, 17915, LOOKOUT, LAKE, CIR, FLINT, TEXAS, 75762, 9032504188",1
A912356,B905470,"RONNIE, M, WAIBEL, 17915, LOOKOUT, LAKE, CIR, FLINT, TEXAS, 75762, 9032504188",1
A912356,B974473,"R, M, WAIBEL, 17915, LOOKOUT, LAKE, CIR, FLINT, TJX, 75762, 9032504188",1
A912438,A912438,"NICOLAS, K, PATRICK, 11030, BACALL, ROAD, W, JACKSONVILLE, FLORIDA, 32218, 22410669",1
A912438,A915148,"NICOLAS, K, PATRICK, 11030, BACALL, ROAD, WEST, JACKSONVILLE, FLORIDA, 32218, 22410669",1
A912438,B941205,"NICOLAS, K, PATRICK, 11030, BACALL, RD, W, JACKSONVILLE, FLORIDA, 32218, 9043813828",1
A912438,B954296,"NICOLAS, K, PATRICK, 11030, BACALL, RD, W, JACKSONVILLE, FLORIDA, 32218, 9043813828",1
A912451,A912451,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LN, GAINESVILLE, FL, 32606, 22794179",1
A912451,A913427,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LANE, GAINESVILLE, FLA, 32606, 22974179",1
A912451,A918853,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LANE, GAINESVILLE, FLA, 32606",1
A912451,B949489,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LN, GAINESVILLE, FL32606, 3521741457",1
A912451,B978014,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LN, GAINESVILLE, FL, 32606, 3521741457",1
A912451,B979079,"SHELLIE, ZALDIVAR, 3937, NW, 29TH, LN, GAINESVILLE, FLA, 3606, 3521741457",1
A912470,A912470,"SEAN, R, SHANZ, 1169, MADISON, CHASE, APT, 8, ROYAL, PALM, BEACH, FLORIDA, 33411",1
A912470,A921589,"SEAN, R, SHANZ, 1169, MADISON, CHASE, APT, 8, ROYAL, PALM, BEACH, FLA, 33411, 26469483",1
A912470,A945229,"R, SHANZ, 1169, MADISON, CHASE, APT, 8, ROYAL, PALM, BEACH, FLORIDA, 33411, 026469483, 37780",1
A912507,A912507,"ALFONCINA, E, WALTERS, 12272, WARBLER, AVE, GRAND, TERRACE, CALIFORNIA, 92313, 26267471",1
A912507,A924835,"ALFONCINA, E, WALTERS, 12272WARBLER, AVENU, GRAND, TERRACE, CALIFORNIA, 92313, 026267471, 39868",1
A912507,A970904,"ALFONCINA, E, WALTERS, 12272, WARBLER, AVE, GRAND, TERRACE, CALIFORNIA, 92313",1
A912561,A912561,"L, ROBINSON, 913, SANFORD, DR, BAKERSFIELD, CALI, 93308, PO, BOX, 60103, BAKERSFIELD, CA, 93386",1
A912624,A912624,"ROBERT, D, CEBALLOS, 1132, NORTHWEST, P89TH, TERR, PEMBROKE, PINES, FLA, 33024, PO, BOX, 245441, PEMBROKE, PINES, FL, 33024, 25536496, 19161224",1
A912670,A912670,"MARY, AGUILERA, 1219, GLENN, AVE, MODESTO, CA, 95358, PO, BOX, 582052, MODESTO, CA, 95358, 021447688, 1909",1
A912670,B950180,"MARY, AGUILERA, 582052, APTDO, MODESTO, CA, 9558, 2092522504",1
